"class";"feature0";"feature1";"feature2";"feature3";"feature4";"feature5";"feature6";"feature7";"feature8";"feature9";"feature10";"feature11";"feature12";"feature13";"feature14";"feature15";"feature16";"feature17";"feature18";"feature19";"feature20";"feature21";"feature22";"feature23";"feature24";"feature25";"feature26";"feature27";"feature28";"feature29";"feature30";"feature31";"feature32";"feature33";"feature34";"feature35";"feature36";"feature37";"feature38";"feature39";
"country";27.1546;-8.48947;-3.08881;0.107765;-0.931377;-2.7833;-0.366225;0.845708;-1.74921;-1.92427;-1.43225;-2.34748;0.086667;-1.61343;-2.10793;-0.841738;-1.126;1.73039;1.64062;3.43381;4.54641;3.99644;1.49803;-0.103308;-2.23961;-3.37422;-2.83058;-0.596761;3.04906;2.48333;-1.72025;-4.51887;-3.7197;0.722479;1.83703;0.0796026;-1.75698;0.16015;2.18368;1.47563;
"country";30.0987;-10.5187;-3.48638;-2.69286;-1.77077;-1.54382;-0.769823;1.61532;-0.414789;-0.588794;-1.77651;-0.538673;1.55956;-1.2545;-3.09173;-2.23341;-0.698432;1.29524;0.945884;2.32338;4.86213;3.35332;1.24256;-0.180513;-2.72871;-4.35268;-2.86053;0.630722;4.32921;3.3866;-0.599041;-4.88121;-4.68563;1.15053;2.96495;-1.01958;-1.85287;-0.413933;1.7178;1.99007;
"country";37.2841;-12.1125;-4.78208;-0.413938;-1.07828;-2.23168;-1.43203;-0.165133;-0.89012;-2.25933;-2.20203;-1.19021;-0.838232;-2.22718;-2.74453;-1.45779;-0.250038;0.53332;2.45957;5.42717;5.82366;4.30694;1.84285;-0.704066;-2.35829;-3.99808;-4.68614;-0.55435;4.23602;3.45439;-1.59803;-6.17806;-4.90187;0.785485;3.03072;0.0544552;-2.42392;-0.30048;3.21707;2.41988;
"country";34.3421;-10.6467;-3.66753;-0.731006;-2.03958;-1.27276;-0.931824;-0.764862;-0.820646;-2.81709;-1.58272;-1.39398;-1.12972;-2.73803;-1.22349;-1.98081;-0.794356;1.1721;2.87395;4.3276;5.8782;4.83601;1.08201;-0.158113;-2.24883;-4.05106;-4.40563;-0.603978;3.89508;3.34374;-1.46748;-6.4115;-4.66985;1.10559;2.92893;-0.623814;-1.59406;-0.146647;2.38678;2.72358;
"country";34.6116;-11.2202;-4.32458;-0.806656;-1.22262;-1.79118;-0.878884;-0.377096;-0.873385;-2.07339;-2.16995;-0.759127;-0.827443;-2.17618;-2.25581;-1.68608;-0.202741;0.505399;2.5395;4.57061;5.3171;4.13448;1.68035;-0.50869;-2.11054;-3.92065;-4.31016;-0.512445;3.9829;3.6154;-1.72989;-5.90114;-4.48726;0.757525;2.89116;0.0580627;-2.44044;-0.200373;2.85387;2.24539;
"country";35.8451;-11.4107;-4.1625;-0.983128;-0.932698;-1.59894;-0.972563;-0.535643;-0.867215;-3.01224;-2.10472;-2.31871;-0.291024;-1.62304;-3.36259;-0.908941;0.144979;0.553751;2.27494;5.25297;5.47021;4.40447;2.00968;-0.506752;-1.89034;-4.28975;-4.66735;-0.079791;3.41956;3.38821;-1.66682;-6.56306;-4.40953;0.393822;3.67097;-0.0386352;-2.45955;-0.168504;3.01695;2.36275;
"country";14.2308;-3.21008;-3.03121;-0.991884;1.64615;-0.759048;-1.19435;0.402195;-1.70144;-0.267558;-2.0478;0.137897;-0.683029;-1.90949;-0.153481;-0.745348;-0.259834;1.08957;-0.178068;3.18901;2.27972;0.954668;1.29815;0.858113;-0.702216;-1.68711;-2.09294;-0.704905;1.98701;1.31488;-0.938732;-3.03323;-1.65957;-0.297845;1.80016;-0.230571;-1.71714;0.0137947;1.86668;0.902976;
"country";36.5337;-12.8232;-3.02833;-0.569799;-1.43056;-2.17846;-1.37361;-0.26267;-1.06753;-2.2242;-1.96556;-1.00102;-1.46624;-2.15232;-2.08204;-1.81892;-1.00961;1.28707;3.46352;3.99982;5.58589;5.41594;1.46038;-1.21433;-2.12517;-3.61405;-4.46514;-0.893126;3.8207;3.77603;-1.70393;-6.34013;-4.3964;0.92487;2.53507;-0.318005;-1.94415;0.234387;2.39739;2.66775;
"country";26.8291;-8.52132;-3.21969;-1.30348;0.0489263;-1.45752;-1.54912;-0.843152;-0.835856;-0.628437;-1.02362;-1.02191;0.937379;-2.95649;-3.10933;-0.92456;-0.137473;0.338605;2.30042;4.48843;3.18905;3.49784;0.700218;0.209246;-1.43876;-3.30815;-3.43026;-0.698945;3.40125;2.75465;-0.730249;-4.76871;-3.06247;-0.194099;2.1297;0.19399;-2.84026;0.221611;2.94793;1.60035;
"country";28.139;-9.78027;-3.84376;0.654919;-0.227434;-1.32533;-1.2976;-1.18673;-1.0856;-1.72174;-0.856827;-0.480118;-0.296909;-2.5627;-2.95868;-0.86185;-0.333377;1.10437;3.13822;3.06672;3.97145;2.79602;1.35506;0.162406;-1.16725;-2.60212;-4.02806;-0.650489;2.38548;3.39833;-1.62044;-4.42721;-3.14538;-0.012496;2.36606;-0.471074;-2.0139;-0.0195252;2.8526;1.79213;
"country";28.7683;-9.22439;-3.60698;-0.746652;-1.1922;-1.66752;-1.15426;0.251147;-0.408417;-1.93628;-1.27707;-0.689251;-0.974367;-1.88971;-1.43284;-1.49363;-0.348128;0.125449;1.41664;4.46681;5.02116;2.84241;1.2385;0.182797;-2.20957;-3.68274;-3.19971;-0.187757;3.411;3.06304;-1.51256;-4.72578;-3.6678;0.300684;2.28579;0.14585;-2.1724;-0.346873;2.72242;1.68477;
"country";38.6031;-12.8483;-4.999;-0.57277;-1.22238;-2.06337;-1.13827;0.1575;-1.09224;-2.42313;-2.55043;-1.13894;-1.02669;-1.88115;-2.44533;-1.637;-0.340551;0.72266;2.45271;4.88089;5.97764;4.64714;1.84472;-0.723216;-2.4267;-4.12714;-4.50898;-0.775658;4.36493;3.91221;-1.96547;-6.55287;-4.87152;0.899517;3.33907;0.0555552;-2.46833;-0.376414;3.08102;2.42817;
"country";31.534;-9.86538;-5.53927;-0.732252;-0.391713;-1.713;-0.842931;-0.162909;-0.607234;-0.968039;-2.82857;-0.369758;-0.381777;-2.08348;-1.07189;-2.68643;0.116603;1.28805;0.580053;3.87916;5.91257;2.66383;1.32518;0.213488;-2.2007;-3.69229;-3.47503;-0.327735;3.47235;3.51042;-1.08113;-5.58168;-4.60706;1.42771;2.53092;0.0977269;-2.61414;-0.316662;2.84251;1.77672;
"disco";41.9579;-15.5185;-5.20799;-0.2095;-1.04016;-0.812234;-0.976955;-1.18155;-0.503081;-1.9387;-4.34301;-2.375;-0.0600666;-1.29449;-3.29588;-0.461649;0.347675;0.38578;1.26848;5.44716;6.45583;4.60054;0.998273;0.351739;-1.87446;-4.96133;-3.82571;-1.03976;3.92255;3.63637;-2.11323;-6.29648;-6.01665;1.34358;4.59576;-0.256746;-2.86334;-0.247177;3.21546;2.42066;
"disco";41.7523;-11.8092;-7.01666;-0.715771;-1.21323;-2.88087;-0.11693;-0.662282;-0.94449;-3.83926;-1.46289;-1.81533;-0.832615;-3.0162;-2.60172;-1.06886;-0.559176;0.320827;2.3178;6.87965;7.04335;4.07428;2.01393;-0.0271708;-2.57716;-5.66096;-4.88822;-0.948146;5.5536;3.77679;-1.88215;-7.57608;-5.37923;0.682545;3.92413;0.660773;-3.15982;-0.536587;3.4447;3.20034;
"disco";30.33;-9.7188;-3.6179;-0.831095;-0.87565;-1.81527;-0.874691;-0.172368;-0.693383;-2.15946;-1.63181;-0.868994;-1.05708;-1.44508;-2.22676;-1.58818;-0.185732;0.654702;2.08659;4.07361;4.75058;3.76689;1.53942;-0.309129;-2.0532;-3.45981;-3.65324;-0.57261;3.56384;3.12751;-1.55423;-5.24909;-3.93124;0.635509;2.42688;0.0195352;-2.19856;-0.0981101;2.63147;1.82651;
"disco";40.3769;-15.9418;-3.56464;1.11479;-2.17126;-4.04617;-0.490702;2.62378;-0.968082;-4.55186;-2.99176;-0.102351;-1.33973;-1.77503;-2.3848;-0.784789;-0.470088;-0.110826;2.73588;4.99565;5.03227;4.97678;2.68163;-0.921637;-2.43935;-5.36966;-3.88175;0.816375;3.77019;2.89899;-2.34956;-5.81347;-4.05733;0.106054;2.67743;0.868941;-1.81789;-0.786764;2.49088;2.26353;
"disco";22.3197;-6.87684;-2.648;-0.489746;-0.979107;-1.23892;-0.635795;-0.0667029;-0.722744;-1.45237;-1.36461;-0.676806;-0.71571;-1.24525;-1.67413;-1.26046;-0.212131;0.513294;1.65885;3.02061;3.53474;2.83162;1.44106;-0.111071;-1.49174;-2.79161;-2.77439;-0.247984;2.68263;2.32593;-1.28671;-3.9177;-2.92837;0.292191;1.81759;-0.198806;-1.7195;0.0116552;2.09027;1.23573;
"disco";41.0341;-14.5008;-4.37777;-1.1622;0.0417371;-1.35328;-1.0099;0.651459;-2.94382;-4.57549;-1.84427;-1.63935;-1.17147;-2.14526;-2.27142;-2.14708;0.0758742;2.53953;2.88412;4.4917;4.60703;5.42777;2.76114;-0.522282;-2.00751;-3.38974;-5.48652;-1.81234;4.56532;3.87739;-2.57859;-7.46581;-4.99828;1.87259;3.11065;0.534241;-2.45407;-0.593273;3.14467;2.69498;
"disco";42.3797;-14.1389;-5.88678;-0.002572;-2.9147;-1.88182;0.25561;-0.094443;-1.96275;-2.92908;-2.27459;-0.111744;-1.40764;-2.0066;-3.13585;-1.81657;-0.750789;1.35217;3.26274;4.86286;5.44211;5.27455;2.3383;-0.866048;-2.30866;-5.12246;-4.66826;-1.46792;5.73708;4.48119;-2.44807;-7.27214;-5.04342;0.824515;3.98298;-0.183179;-2.42822;-0.532796;2.68345;3.31864;
"disco";35.9879;-11.7559;-4.44335;-0.620055;-1.17235;-2.05798;-1.05281;-0.108491;-1.00021;-2.36828;-2.15993;-0.995668;-0.911012;-2.02628;-2.53075;-1.63095;-0.258038;0.756312;2.47457;4.76809;5.63134;4.29751;1.71589;-0.457907;-2.25835;-4.14513;-4.28344;-0.584107;3.99295;3.66114;-1.79691;-6.10146;-4.58774;0.712682;3.02422;0.0533684;-2.41923;-0.200038;2.93509;2.32816;
"disco";41.2472;-14.2816;-5.39361;-1.37927;-1.08612;0.00405492;-0.816854;-0.833752;-1.30522;-1.63159;-4.43651;-2.23962;-1.089;-1.88828;-0.9623;-0.1321;-1.37418;0.638226;1.68517;4.78003;6.61169;5.54833;0.608385;-0.478866;-1.06871;-4.79805;-4.38625;-0.970302;3.96709;4.06657;-1.63176;-8.29814;-5.16623;1.94964;4.04718;0.29196;-2.9646;-0.417921;3.07609;2.27873;
"disco";17.784;-5.27759;-1.27316;-0.646118;-1.45743;-0.357752;0.538713;-1.51306;-1.05754;-0.671338;-1.13852;-1.47624;-0.987082;-0.0526541;-1.93532;-1.26013;0.25853;0.649636;1.31093;2.78603;2.41984;3.06503;1.16781;-0.0913917;-0.806251;-2.47376;-2.10124;-0.824319;2.2551;2.02369;-1.3883;-3.2561;-2.96078;0.860162;1.27996;-0.143216;-1.85996;0.572135;1.77006;0.793958;
"disco";41.5761;-13.9711;-5.34204;-0.86295;-0.750986;-1.44865;-2.60755;0.156077;0.208548;-3.10975;-4.06241;-0.594474;-1.08614;-2.40778;-2.68636;-0.509375;-0.131213;-0.611546;2.37374;7.00102;5.28419;4.7351;3.26675;-2.01902;-2.53253;-3.55676;-5.09706;-1.23452;4.90355;4.22485;-2.83358;-6.9613;-4.05449;-0.296094;3.8045;0.905637;-2.93544;-0.807;3.54237;2.98534;
"disco";34.4294;-11.3744;-4.29422;-0.433106;-1.14975;-1.96998;-0.970846;-0.116202;-0.928755;-2.25797;-2.07457;-0.950376;-0.881069;-1.90666;-2.40013;-1.54981;-0.258846;0.717928;2.34648;4.50139;5.32903;4.09769;1.67445;-0.426177;-2.13116;-3.92042;-4.07416;-0.562879;3.80903;3.48631;-1.73204;-5.80647;-4.35357;0.667559;2.86529;0.0285666;-2.33791;-0.177816;2.82079;2.1785;
"disco";42.4134;-13.5212;-5.66433;-1.1095;-2.71273;-1.22532;0.0799132;-0.677805;-2.0521;-2.49448;-1.59647;-1.64431;-1.6092;-1.08288;-3.32753;-2.05595;-0.205484;0.780287;3.10233;5.09997;6.22221;5.5227;1.66651;-0.842903;-2.09671;-4.99922;-5.46512;-0.666878;5.16807;4.41867;-1.46574;-8.13161;-5.98136;2.21624;3.46656;-0.0252133;-2.66552;-0.513935;3.17523;2.81614;
"disco";22.4543;-7.00602;-2.6708;-0.556295;-0.910262;-1.27127;-0.763134;-0.0369451;-0.552863;-1.43083;-1.30195;-0.708297;-0.585784;-1.26826;-1.74312;-1.22798;-0.290501;0.521654;1.6199;3.01326;3.51928;2.87135;1.4008;-0.192076;-1.5145;-2.72896;-2.81899;-0.19428;2.73301;2.29567;-1.1779;-3.88575;-3.02351;0.382857;1.76058;-0.233145;-1.70091;-0.0091292;2.08844;1.26132;
"disco";42.6149;-14.4924;-6.31719;-0.821061;-1.12625;-3.23235;-1.29011;1.14474;-0.602987;-2.58311;-2.38284;-0.423292;0.646969;-3.24119;-3.38152;-1.05174;-1.53025;1.07588;2.76535;4.85961;5.73269;5.70802;0.723765;-0.0538036;-2.94363;-5.29711;-4.76736;0.295409;4.73419;4.51876;-1.46026;-7.15821;-4.87575;0.309894;4.07959;-0.404586;-2.45136;-0.549454;2.65992;3.2047;
"disco";24.8048;-7.54353;-3.3985;-0.134076;-1.17923;-1.55373;-0.390421;-0.461281;-0.485651;-1.76515;-1.29465;-0.930857;-0.589918;-1.49778;-1.83672;-1.26113;-0.359819;0.609216;1.896;3.1601;4.20768;2.86347;1.70043;-0.428324;-1.44272;-3.15419;-3.04938;-0.2606;2.86758;2.65073;-1.39013;-4.2742;-3.36494;0.512497;1.91369;-0.0441104;-2.04136;0.249852;1.95249;1.71019;
"disco";41.6132;-14.3702;-6.27522;-0.412502;-1.58064;-2.305;-0.101954;-1.10236;-0.76877;-1.99927;-1.28066;-1.01724;-0.230973;-1.70888;-4.45355;-1.3781;-0.385088;0.912877;2.30617;5.10847;6.14702;3.98592;1.18742;0.227119;-2.64267;-4.61941;-5.08565;-0.163169;4.54234;4.66719;-1.33055;-7.02335;-5.02691;0.469263;4.3572;-0.673399;-2.78686;-0.51668;3.37949;2.66195;
"disco";18.4922;-5.26853;-1.73477;-0.632003;-0.930594;-0.65479;-0.495168;-0.558518;-0.909646;-1.161;-1.49915;-0.703107;-0.626969;-1.2277;-1.77797;-0.922595;0.244587;0.283724;1.41171;2.97892;3.47188;1.91507;1.19461;0.778445;-1.15299;-3.05743;-2.31462;0.034561;2.02181;1.57758;-0.99772;-3.31801;-2.67469;-0.00599135;1.87226;-0.365286;-1.60781;0.255055;1.86161;1.07848;
"disco";37.4601;-12.2675;-4.63174;-0.626055;-1.20029;-2.14483;-1.1031;-0.124467;-1.03337;-2.46555;-2.2448;-1.03345;-0.956232;-2.10157;-2.62924;-1.65773;-0.275066;0.785131;2.57067;4.96264;5.87978;4.44773;1.75249;-0.500749;-2.34363;-4.28708;-4.44847;-0.629269;4.12935;3.81313;-1.86434;-6.33627;-4.76351;0.749989;3.15471;0.0812398;-2.49327;-0.221924;3.0362;2.44282;
"disco";21.2127;-5.61836;-0.331894;-2.61309;1.13895;-2.94341;-3.1028;1.75076;-0.29285;-2.45612;-0.266767;-1.83875;-2.10643;-1.0519;-0.537217;-1.64736;-0.993728;0.90848;1.17344;4.05184;5.32338;3.45214;0.551192;0.266535;-2.9349;-2.92937;-1.37104;-1.33253;2.40925;2.76981;-1.99174;-3.84678;-2.2824;-0.392389;0.798038;0.580345;-1.62046;0.0452032;2.84344;1.02729;
"disco";21.5731;-6.17607;-3.12998;-0.348594;-1.15514;-1.78269;-0.477193;0.550027;-0.711097;-1.16976;-1.62271;-0.766446;0.453048;-1.97864;-1.13655;-2.1881;0.261386;0.248352;2.04164;2.35845;3.23826;3.32822;1.57455;-0.694325;-1.1921;-3.49194;-2.14654;-0.152033;2.72609;2.56726;-1.47613;-3.54846;-3.10068;0.363019;1.74577;-0.314768;-1.6456;0.222094;1.48794;1.61974;
"disco";31.4416;-10.0213;-3.89248;-0.749725;-0.983391;-1.71071;-1.03514;-0.0544384;-0.934462;-2.06955;-1.86012;-0.911799;-0.83583;-1.69406;-2.37551;-1.52459;-0.19057;0.706991;2.18912;4.16523;5.01377;3.7414;1.63202;-0.290196;-2.03636;-3.69502;-3.79764;-0.511232;3.58558;3.27;-1.66162;-5.336;-4.16004;0.647988;2.64626;-0.0320113;-2.2497;-0.0843513;2.62316;2.04238;
"disco";34.4331;-11.2361;-4.18699;-0.644483;-1.10577;-2.00495;-0.992413;-0.133654;-0.940642;-2.25194;-2.06298;-0.961039;-0.885729;-1.95005;-2.42566;-1.58034;-0.271815;0.732232;2.37342;4.58541;5.37912;4.15137;1.65026;-0.401524;-2.19579;-3.95556;-4.13206;-0.52688;3.82153;3.52393;-1.74687;-5.82817;-4.41135;0.67953;2.85656;0.0415299;-2.3556;-0.157142;2.83032;2.20878;
"disco";24.9229;-7.84444;-2.92589;-0.334624;-0.774977;-1.64153;-0.931987;0.059818;-0.690174;-1.89314;-1.45474;-0.849993;-0.848467;-1.26051;-2.03785;-1.18578;-0.206104;0.532998;1.99924;3.27393;4.01913;3.14051;1.61975;-0.345851;-1.54254;-3.07179;-2.98325;-0.352695;2.78387;2.51153;-1.4454;-4.23686;-3.20113;0.297993;1.98457;-0.151345;-1.76845;0.0120692;2.2493;1.46951;
"disco";32.5243;-10.4774;-4.03526;-0.554184;-1.13899;-1.85626;-0.994457;-0.0725463;-0.932467;-2.09948;-1.97782;-0.899588;-0.857063;-1.83133;-2.34749;-1.51741;-0.274746;0.700683;2.28377;4.32623;5.11562;3.93644;1.6481;-0.393617;-2.07602;-3.7925;-3.91402;-0.492387;3.66533;3.32954;-1.66461;-5.53553;-4.18696;0.616549;2.69665;-0.004562;-2.24581;-0.140754;2.72246;2.06709;
"disco";18.0518;-5.29312;-2.23848;-0.295063;-1.00376;-0.981779;-0.694038;0.0207488;-0.54734;-1.01177;-1.25103;-0.492918;-0.598268;-1.00821;-1.50437;-1.09095;-0.318594;0.514439;1.35523;2.50401;2.84337;2.53385;1.19483;0.0457288;-1.39865;-2.28401;-2.30719;-0.116073;2.27209;1.94028;-1.1355;-3.10187;-2.54274;0.251583;1.33195;-0.261574;-1.5085;0.0964892;1.83177;0.901466;
"disco";35.9597;-11.7428;-4.43511;-0.613173;-1.17913;-2.0525;-1.06442;-0.116401;-0.987726;-2.3664;-2.15601;-0.994238;-0.925212;-2.02057;-2.53083;-1.62006;-0.272339;0.758271;2.47482;4.76941;5.63948;4.29238;1.71657;-0.465696;-2.2586;-4.13755;-4.27892;-0.590312;3.98945;3.66337;-1.80198;-6.09202;-4.58402;0.708327;3.01811;0.0524762;-2.41609;-0.198511;2.93794;2.32577;
"disco";35.9631;-11.7637;-4.43569;-0.611545;-1.16268;-2.02509;-1.02562;-0.131687;-1.06037;-2.38322;-2.09898;-1.01095;-0.965587;-2.01087;-2.4865;-1.6619;-0.25837;0.813881;2.44566;4.75674;5.65034;4.23861;1.73243;-0.427207;-2.26479;-4.08925;-4.30778;-0.624541;4.00358;3.64669;-1.77858;-6.13946;-4.56628;0.730029;3.01811;0.0535553;-2.42482;-0.190852;2.93028;2.33131;
"disco";24.6655;-7.82126;-2.8462;-0.509199;-1.1169;-1.1539;-0.853521;-0.0240371;-0.819578;-1.60025;-1.48027;-0.902686;-0.339139;-1.81737;-1.4219;-1.74447;-0.00288065;0.598382;1.92619;3.05306;3.94591;3.08083;1.5228;-0.186043;-1.62357;-2.92787;-3.1429;-0.189706;2.73897;2.66656;-1.43186;-4.20469;-3.38491;0.615326;1.83559;-0.0814924;-1.87597;0.0269371;2.1913;1.42246;
"disco";31.2846;-10.0796;-3.81655;-0.597853;-1.07167;-1.80802;-0.917589;-0.119445;-0.856893;-2.04699;-1.87667;-0.900223;-0.81185;-1.78761;-2.23489;-1.48616;-0.275678;0.68264;2.18281;4.19069;4.88695;3.8377;1.57357;-0.324226;-2.02126;-3.65653;-3.7639;-0.4811;3.56165;3.19254;-1.61455;-5.32129;-4.05492;0.606964;2.56386;-0.0147839;-2.18344;-0.134567;2.66735;1.93312;
"disco";31.9881;-10.4016;-3.83151;-0.670006;-0.980957;-1.96801;-0.788017;-0.279849;-0.746273;-2.16556;-1.87431;-0.934054;-0.784816;-1.88138;-2.21876;-1.55271;-0.222294;0.633628;2.28414;4.20749;5.047;3.83762;1.62581;-0.351379;-2.05753;-3.6966;-3.86246;-0.465732;3.57629;3.31035;-1.69645;-5.37935;-4.13286;0.588965;2.6793;-0.0639062;-2.17117;-0.169197;2.71086;1.9936;
"disco";22.8831;-7.08116;-2.70514;-0.571798;-0.877688;-1.37191;-0.688188;-0.0977854;-0.603053;-1.46374;-1.4418;-0.659397;-0.672746;-1.32021;-1.71123;-1.25321;-0.314251;0.594818;1.6637;3.06682;3.6545;2.91889;1.43023;-0.152796;-1.5992;-2.76326;-2.85958;-0.253639;2.74332;2.41325;-1.33964;-3.90098;-3.11334;0.413428;1.76671;-0.159301;-1.75796;0.0175787;2.10542;1.32477;
"disco";17.8221;-5.20889;-2.10212;-0.540077;-0.757244;-1.02291;-0.611175;-0.119047;-0.41013;-1.24087;-1.06993;-0.57894;-0.572128;-1.04867;-1.36293;-1.32074;-0.034929;0.398083;1.29974;2.68152;2.54079;2.68356;1.09385;0.181229;-1.51337;-2.0297;-2.56278;0.0877475;2.06767;2.03345;-1.13389;-3.23443;-2.30446;0.054291;1.46097;-0.295653;-1.50893;0.0739893;1.85042;0.931563;
"disco";33.8207;-10.9846;-4.14971;-0.602542;-1.1328;-1.93814;-0.996658;-0.122035;-0.924604;-2.21941;-2.03432;-0.951597;-0.874204;-1.91078;-2.39706;-1.55678;-0.27427;0.724258;2.34483;4.49432;5.30829;4.07112;1.66699;-0.415635;-2.14021;-3.92071;-4.04237;-0.537255;3.78606;3.45145;-1.7176;-5.74333;-4.33239;0.649422;2.82315;0.0128748;-2.30771;-0.162163;2.80221;2.15926;
"disco";28.5299;-9.0968;-3.45329;-0.584268;-1.01613;-1.64394;-0.840135;-0.116107;-0.77022;-1.87574;-1.75229;-0.820254;-0.748901;-1.63145;-2.08558;-1.4128;-0.238678;0.621708;2.02017;3.82787;4.48006;3.50203;1.56878;-0.274681;-1.86868;-3.38126;-3.46087;-0.413628;3.31133;2.90772;-1.52584;-4.84801;-3.73607;0.497956;2.37381;-0.117663;-2.00136;-0.110623;2.47904;1.76243;
"disco";31.6269;-10.2036;-3.87054;-0.578209;-1.08891;-1.83449;-0.918407;-0.119712;-0.869334;-2.07232;-1.87326;-0.947056;-0.810178;-1.77228;-2.29432;-1.46725;-0.308186;0.738381;2.15155;4.25773;4.94001;3.86486;1.60009;-0.362039;-2.01317;-3.70139;-3.8199;-0.435082;3.53224;3.25834;-1.63388;-5.37699;-4.09665;0.615429;2.60369;-0.014639;-2.21567;-0.101526;2.64794;1.98547;
"disco";26.5757;-8.39317;-3.22178;-0.544586;-1.00575;-1.52596;-0.802591;-0.0992162;-0.71993;-1.74365;-1.57477;-0.818019;-0.718198;-1.51937;-1.94984;-1.34777;-0.270471;0.583938;1.90907;3.56829;4.19248;3.32091;1.48136;-0.230804;-1.74441;-3.201;-3.23396;-0.356451;3.1087;2.73189;-1.42004;-4.5748;-3.47165;0.436161;2.18198;-0.140986;-1.92502;-0.0538253;2.34858;1.59205;
"disco";30.8797;-10.0678;-3.5777;-0.793792;-0.854355;-1.96518;-0.72804;-0.330074;-0.546052;-2.35089;-1.53906;-1.04298;-0.807379;-1.6339;-2.33321;-1.40871;-0.306588;0.708922;2.11299;4.13253;4.84999;3.60337;1.8564;-0.610225;-1.82493;-3.61578;-3.7688;-0.395141;3.45983;3.15767;-1.51055;-5.43941;-3.67849;0.221157;2.88867;-0.349189;-1.91759;-0.28503;2.72672;1.84476;
"disco";20.6596;-6.24418;-1.8257;-1.10136;-1.12383;-0.684162;-1.06258;-0.371872;-0.214527;-1.37636;-1.43927;0.049436;-0.88386;-1.11036;-1.88901;-1.85382;0.0570704;1.09685;1.11306;2.99071;3.72061;2.25126;1.24751;0.533276;-1.82291;-2.94288;-2.44174;-0.0448174;2.24438;2.52174;-1.18871;-3.66454;-2.72661;0.0646377;1.64642;-0.155238;-1.82776;0.0562415;2.25437;1.06753;
"disco";32.286;-10.4368;-3.95074;-0.595485;-1.10148;-1.85663;-0.952594;-0.116921;-0.884669;-2.11288;-1.93806;-0.913094;-0.849848;-1.82343;-2.30646;-1.51093;-0.276069;0.693844;2.25375;4.301;5.06672;3.91492;1.62512;-0.377;-2.05611;-3.76658;-3.8751;-0.49636;3.64387;3.29934;-1.65291;-5.4943;-4.1527;0.607387;2.68424;-0.0203488;-2.22598;-0.139172;2.70516;2.0394;
"disco";20.8944;-6.44214;-2.52351;-0.614086;-0.335975;-1.38334;-0.844183;-0.144127;-0.616749;-1.36489;-0.933002;-0.794787;-0.439891;-1.46867;-1.67567;-1.16217;-0.129162;0.3588;1.72423;2.84737;3.39325;2.42772;1.32061;0.0351988;-1.35409;-2.57448;-2.61824;-0.245153;2.23879;2.62141;-1.56147;-3.38564;-2.67835;0.012766;1.71463;-0.103728;-1.97518;0.28254;2.00421;1.15436;
"disco";38.1246;-12.5087;-4.72086;-0.626914;-1.21973;-2.17901;-1.11814;-0.12795;-1.04127;-2.51891;-2.28187;-1.04097;-0.972442;-2.13879;-2.65797;-1.69046;-0.267892;0.794799;2.6063;5.04893;5.97301;4.52409;1.76081;-0.509892;-2.38768;-4.34702;-4.52664;-0.638737;4.18862;3.88236;-1.89128;-6.44424;-4.84066;0.770631;3.2125;0.0956482;-2.52825;-0.232097;3.07372;2.49643;
"disco";28.089;-9.02549;-3.29532;-0.505835;-1.06565;-1.50151;-0.973543;0.0439044;-0.855207;-1.8073;-1.897;-0.838235;-0.86598;-1.52322;-1.9884;-1.23623;-0.348948;0.653322;1.88718;3.75021;4.61845;3.35744;1.53615;-0.201919;-1.81449;-3.3865;-3.38394;-0.295288;3.13624;2.73019;-1.40015;-4.86939;-3.64696;0.516533;2.29483;-0.0654153;-1.98413;-0.0701852;2.43507;1.6518;
"disco";33.0473;-10.7127;-4.04034;-0.603581;-1.11521;-1.89703;-0.975359;-0.116143;-0.910937;-2.16471;-1.98495;-0.931962;-0.864903;-1.86481;-2.35268;-1.53383;-0.274471;0.709507;2.30131;4.39547;5.18709;3.99095;1.64817;-0.396929;-2.09627;-3.84388;-3.95797;-0.516509;3.71185;3.37635;-1.68678;-5.61853;-4.23856;0.625036;2.7547;-0.00489566;-2.26596;-0.149064;2.75151;2.10042;
"disco";24.4187;-7.62003;-2.84661;-0.544888;-1.0605;-1.37313;-0.70448;-0.182466;-0.653444;-1.57259;-1.42397;-0.782418;-0.707501;-1.41149;-1.81343;-1.2838;-0.326967;0.585333;1.80634;3.30568;3.87315;3.14009;1.41513;-0.20504;-1.61467;-3.00736;-2.99361;-0.318536;2.90484;2.54741;-1.3456;-4.23975;-3.21214;0.362774;1.99285;-0.214778;-1.79492;0.00599973;2.19295;1.44616;
"disco";21.2488;-6.48838;-2.48762;-0.520064;-0.946331;-1.19022;-0.664064;-0.0951539;-0.603388;-1.34655;-1.29983;-0.675474;-0.641032;-1.18967;-1.6533;-1.2462;-0.217791;0.493473;1.60897;2.85936;3.40587;2.74573;1.38701;-0.110302;-1.46017;-2.6738;-2.64155;-0.232458;2.60965;2.19963;-1.19085;-3.73712;-2.83508;0.283107;1.69528;-0.229842;-1.67629;0.0606873;2.00276;1.18973;
